Author,Fields
Philip Wong Jit Chin,cs;cond-mat;math;math;astro-ph;physics;cond-mat;physics;cs;cs
Samuel E. Vazquez,q-fin;hep-th;hep-th;hep-th;q-fin;hep-th;hep-th;hep-th;math;math-ph
Svante Janson,math;math;math;math;math;math;math;math;math;cs
Ziv Hermon,physics;physics;cond-mat;cond-mat;cond-mat;cond-mat;math;math;math;math
Satoshi Horie,cs;hep-th;physics;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Andrew McGregor,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
 Wahyudi,cs;cs
Barry Simon,math;math;math;math;math;math;math;math;math;math
Jeremy J. Gray,math;math;math;math;math;math;math;math;math;math
Naoyuki Tokuda,cs;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;hep-ph;math;hep-ph
T. W. Hansch,cond-mat;cond-mat;cond-mat;quant-ph;quant-ph;physics;physics;physics;quant-ph;physics
J. Bryce McLeod,math-ph;math;stat;physics;cond-mat;astro-ph;cond-mat;quant-ph;quant-ph;astro-ph
J. C. Gallardo,physics;physics;physics;physics;physics;physics;physics;hep-th;physics;physics
J. S. Pezaris,q-bio;math;math;cond-mat;math;math;hep-ph;quant-ph;hep-ph;hep-ph
Sivabal Sivaloganathan,math;math;q-bio;math;math;q-bio;q-bio;q-bio;q-bio;q-bio
Wei-Tou Ni,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;math
Alexander G. Ramm,math-ph;math-ph;math;math-ph;math-ph;math-ph;math-ph;math;math-ph;math-ph
D. Selmeczi,q-bio;physics;physics;q-bio;astro-ph;astro-ph;math;math;math;math
Christophe Rippert,cs;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;gr-qc
Sandra Savaglio,astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;nlin
Ian Affleck,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;hep-th;cond-mat
Christian P. Robert,stat;stat;stat;stat;math;stat;math;stat;stat;math
Joel A. Shapiro,hep-th;physics;math;physics;math;math;hep-th;math;math;cs
Hiroyuki Yoshida,math;math;hep-th;nucl-th;cond-mat;cond-mat;cond-mat;cond-mat;astro-ph;cond-mat
Eric Goles,cs;cs;cs;nlin;cs;cs;cs;cs;cs;nlin
Robin Kaiser,physics;physics;physics;physics;physics;physics;physics;physics;physics;physics
Gregor Tanner,quant-ph;nlin;nlin;nlin;nlin;nlin;nlin;nlin;quant-ph;nlin
R. F. C. Walters,math;math;math;math;math;math;cs;cs;math;math
E. L. Afraimovich,physics;physics;physics;physics;physics;physics;physics;physics;physics;physics
Moonbong Yang,physics;math-ph;math;hep-th;math;hep-th;math;math;math;math-ph
Andrei Rybin,nlin;physics;cond-mat;quant-ph;math;math;astro-ph;astro-ph;astro-ph;astro-ph
Clayton Scott,stat;stat;stat;stat;math;stat;stat;stat;stat;stat
Ivana Drobnjak,q-bio;math;math;math;math;math;astro-ph;cs;cond-mat;cond-mat
Joaquim A. Dente,hep-ph;math;math;math;math;math;math;math;math;math
Henrik Thane,cs;cs;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat;hep-ph;math;math
D. J. Margaziotis,nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex;nucl-ex
Dritan Siliqi,q-bio;cs;cs
Hao Xing,q-fin;math;math;q-fin;math;q-fin;math;cs;q-fin;hep-th
Yvan Saint-Aubin,hep-th;cond-mat;cond-mat;cond-mat;cond-mat;math;math;math;cond-mat;cond-mat
Shivee Chauhan,cs;cs;hep-ph;physics;physics;physics;cs;hep-ph;hep-ph;stat
Tom Fawcett,cs;cs;math;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat
Barnabas Poczos,cs;cs;math;cs;math;math;math;math;cs;stat
Manuel Middendorf,q-bio;q-bio;cond-mat;q-bio;q-bio;q-bio;q-bio;astro-ph;astro-ph;astro-ph
Jeff Smith,physics;math;math;astro-ph;astro-ph;cs;cs;cs;math;math
Anders Kastberg,physics;cond-mat;cond-mat;quant-ph;physics;quant-ph;physics;physics;physics;physics
S. D. H. Hsu,cond-mat;hep-ph;hep-th;hep-ph;hep-ph;hep-th;cond-mat;physics;hep-th;hep-th
Ian H. Witten,math;math;math;hep-th;physics;hep-th;hep-ph;math-ph;physics;cs
Cynthia Crego,cs;cs;cs;math;q-bio;math;math;hep-th;math;cs
J. Miller,hep-ph;physics;quant-ph;hep-ph;math;math;math;quant-ph;math;math
Galit Shmueli,stat;math;math;stat;stat;stat;stat;stat;hep-ph;hep-ph
R. Schweiger,hep-ph;hep-ph;hep-ph;cs;cond-mat;hep-ph;nucl-th;math;hep-ph;hep-ph
V. Gontis,cs;physics;q-fin;q-fin;cond-mat;quant-ph;physics;physics;q-fin;q-fin
Denis Blackmore,math;math;math;math;nlin;nlin;math;math-ph;nlin;math
Mariusz Nieweglowski,q-fin;math;q-fin;math;math;math;cond-mat;hep-th;nlin;nlin
P. V. E. McClintock,physics;cond-mat;cond-mat;physics;cond-mat;nlin;physics;nlin;nlin;physics
Jonathan Goodman,physics;physics;physics;math;math;astro-ph;astro-ph;astro-ph;astro-ph;math
Luis Gonzalez-Mestres,physics;hep-ph;hep-ph;hep-th;astro-ph;hep-ex;hep-ph;hep-ph;astro-ph;astro-ph
A. Engel,math;cond-mat;hep-ph;math;math;cond-mat;cond-mat;hep-ph;hep-ph;hep-ph
Carl Gutwin,cs;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat
J. A. Cuesta-Albertos,stat;stat;math;math;quant-ph;physics;q-bio;math;physics;quant-ph
Michel Talagrand,math;math;math;math;math;math;math;math;math;astro-ph
C. Hess,quant-ph;astro-ph;cond-mat;astro-ph;cond-mat;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
C. Kaiser,physics;cond-mat;physics;astro-ph;q-bio;q-bio;cond-mat;nucl-th;astro-ph;q-bio
Denis V. Popel,cs;cs;cs;cs;cs;cs;cs;cs;nlin;cs
Bobby Vandalore,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Gianluca Cassese,math;math;math;math;math;math;math;math;math;math
C. A. G. Assis,gr-qc;hep-th;nucl-ex;cs;quant-ph;math-ph;quant-ph;cs;gr-qc;quant-ph
E. V. Correa Silva,cond-mat;cond-mat;gr-qc;gr-qc;cs;gr-qc;cond-mat;gr-qc;gr-qc;gr-qc
R. B. Gerber,cond-mat;cond-mat;cond-mat;physics;cond-mat;hep-ex;cond-mat;cond-mat;physics;cond-mat
B P Schmidt,quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;nucl-th;quant-ph;quant-ph;quant-ph;cond-mat
C Sandeep Reddy,eess;eess;physics;physics;physics;physics;astro-ph;physics;quant-ph;cond-mat
Kazuyoshi Mori,math;math;math;math;math;hep-th;math;math;hep-th;hep-ex
Dale E. Alspach,math;math;math;math;math;math;math;math;math;math
H. Ralph Lewis,quant-ph;physics;quant-ph;cs;cond-mat;cond-mat;quant-ph;cs;cs;quant-ph
Mordechai Spiegelglas,hep-th;hep-th;math;math;math;math;math;math;math;math
Rahul V. Kulkarni,q-bio;q-bio;q-bio;physics;physics;q-bio;q-bio;q-bio;physics;cond-mat
Chih-Peng Wu,math;quant-ph;math-ph;math;cond-mat;math;math;physics;quant-ph;math
Daniel J. Kleitman,math;math;math;math;hep-ph;math;math;math;math;hep-th
P. D. T. A. Elliott,math;math;math;math;math;math;math;math;astro-ph;physics
Karl Svozil,quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;physics;physics;quant-ph;quant-ph;quant-ph
G. Krebs,nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;hep-th;hep-th;hep-ph;hep-ph;cond-mat
Daniel Verenzuela,eess;cs;cs;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Marek Rutkowski,math;q-fin;math;q-fin;q-fin;q-fin;math;q-fin;quant-ph;q-fin
Shrikant Venkataramani,cs;cs;cs;gr-qc;cond-mat;cs;cs;cs;cs;cond-mat
Shin-ichiro Tamura,math;cond-mat;math;math;cond-mat;cond-mat;cond-mat;math-ph;cond-mat;cond-mat
Malgorzata Turalska,physics;nlin;nlin;math-ph;nlin;q-bio;astro-ph;cond-mat;hep-ph;hep-ph
H. Stecher,cond-mat;physics;cond-mat;cond-mat;physics;cond-mat;physics;physics;physics;cond-mat
Vincent Poor,cs;math;cs;cs;cs;cs;cs;cs;cs;cs
Vladimir G. Redko,cs;cs;math;math;math;math;math;math;math;math
R. Matsumoto,math;cond-mat;math;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;astro-ph;physics
J. L. White,astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;cond-mat;astro-ph;astro-ph
Valentine Aalo,eess;astro-ph;astro-ph;math;astro-ph;math;math;astro-ph;astro-ph;hep-ph
Oscar Nestares,eess;gr-qc;hep-ph;hep-ph;hep-ph;hep-ph;hep-th;hep-th;hep-th;hep-th
Pavel Etingof,math;math;math;math;math;hep-th;hep-th;math;math;math
Manfred Wettler,cs;cs;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cs;gr-qc;gr-qc
S. Yankielowicz,hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th
C. O'Donovan,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;math;math;math;astro-ph;astro-ph
Tshilidzi Marwala,q-fin;cs;cs;cs;cs;cs;cs;cs;cs;cs
Allison Woodruff,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Baoyu Zheng,cs;cs;cs;cs;quant-ph;physics;math;cond-mat;cond-mat;cond-mat
 The CLEO Collaboration,hep-ex;hep-ex;hep-ph;hep-ph;hep-ph;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex
Vivient Kamla,stat
Nadia Creignou,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Suzanne M. Shontz,cs;cs;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Benoit B. Mandelbrot,math;math;cond-mat;hep-ph;hep-lat;math;math;math;math;math
W. Younes,nucl-th;nucl-th;nucl-th;nucl-th;cond-mat;cond-mat;physics;nucl-ex;cond-mat;nucl-th
Paris Smaragdis,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
A. Consiglio,cs;cs;cs;astro-ph;cond-mat;q-fin;physics;astro-ph;astro-ph;physics
Craig G. Nevill-Manning,cs;math;math;math;math;math;math;math;math;math
F. Willeke,physics;cs;physics;physics;hep-ex;hep-ex;physics;physics;physics;hep-ex
A. Retico,physics;physics;physics;physics;physics;physics;physics;physics;physics;physics
Carl Lagoze,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
C. Gordon Bell,nlin;quant-ph;math;cs;quant-ph;physics;math;hep-ex;physics;quant-ph
Chris Wiggins,physics;stat;cond-mat;q-bio;stat;cond-mat;cond-mat;cond-mat;physics;stat
Gilles Grimaud,cs;astro-ph;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Patrice Gaubert,math;math;math;math;stat;q-fin;stat;q-fin;hep-ex;hep-ph
K. P. Coulter,nucl-ex
Moises Santillan,q-bio;nlin;q-bio;cond-mat;cond-mat;q-bio;cond-mat;q-bio;physics;cs
A. Scott,math;cs;gr-qc;math;physics;cs;quant-ph;nlin;quant-ph;math
Mikiya Masuda,math;math;math;math;math;math;math;math;math;math
Etay Ziv,cond-mat;q-bio;q-bio;q-bio;q-bio;q-bio;q-bio;physics;cond-mat;physics
D. G. Luchinsky,physics;physics;physics;cond-mat;cond-mat;physics;physics;physics;physics;physics
A. Lecchini-Visintini,math;stat;math;cond-mat;cond-mat;astro-ph;hep-ph;math;astro-ph;astro-ph
Henry BK Teo,cs;astro-ph;cond-mat;cs;math;math;math;math;math;math
Lluis Garrido,physics;hep-ph;cs;gr-qc;hep-ph;quant-ph;quant-ph;gr-qc;physics;quant-ph
Naseem Rahman,cond-mat;physics;cond-mat;astro-ph;cs;astro-ph;math;cs;cs;physics
Dennis Nemeschansky,hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th
M. D. Partlan,nucl-ex;nucl-ex;nucl-ex;nucl-th;hep-th;hep-ph;hep-ph;hep-ph;hep-ph;gr-qc
Avigdor Gal,cs;cs;astro-ph;cs;cs;math;math;math;math;math
Dani Korpi,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
A. Flores,math;math;physics;cond-mat;cond-mat;physics;quant-ph;astro-ph;cond-mat;cond-mat
Zbigniew R. Struzik,q-bio;cond-mat;cs;q-bio;q-bio;q-bio;math;physics;cond-mat;cs
Michael Hardy,math;math;math;math;math;math;math;math;math;math
S. Albergo,nucl-th;nucl-ex;physics;nucl-ex;nucl-ex;hep-ex;physics;nucl-th;physics;nucl-th
Tri Sulistiono,physics;quant-ph;math;math;math;math;math;math;math;math
Peter Veerman,math;math;math;q-fin;math;cond-mat;math;physics;math;math
Daniel Lehmann,cs;cs;cs;cs;cs;quant-ph;quant-ph;cs;cs;cs
Kartik Mahto,cs;cs;astro-ph;gr-qc;physics;physics;physics;quant-ph;quant-ph;cond-mat
Robert Savit,nlin;nlin;nlin;nlin;nlin;nlin;nlin;math;math;math
R. V. Krishnan,q-bio;q-bio;q-bio;math;hep-ph;hep-ph;physics;astro-ph;cond-mat;physics
Sandor P. Fekete,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Li-Shing Hou,physics;astro-ph;math;hep-ph;math;physics;math;math;math;math
Elliott H. Lieb,cond-mat;math-ph;math-ph;math-ph;math-ph;math-ph;math-ph;math;cond-mat;math-ph
Vitaliana Rondonotti,stat
Louis-Sebastien Guimond,cs;cs;quant-ph;quant-ph;quant-ph;quant-ph;physics
R. Aguirre,nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;math-ph;nucl-th;nucl-th;nucl-th;nucl-th
R. A. Siliprandi,q-fin;math;cs;cs;cs;math;quant-ph;cs;physics;physics
A. Lauria,cond-mat;astro-ph;physics;physics;physics;physics;physics;astro-ph;astro-ph;physics
J. M. Moran-Mirabal,math;math;math;math;hep-th;cond-mat;cond-mat;gr-qc;math;hep-th
James H. Horne,hep-th;hep-th;hep-th;hep-th;gr-qc;gr-qc;hep-th;gr-qc;math;gr-qc
Robert Perlis,math;cs;physics;math;math;math;math;math;math;math
A. Stosyk,nlin;cond-mat;cond-mat;astro-ph;hep-ph;math;astro-ph;astro-ph;astro-ph;astro-ph
Joel Spencer,math;math;math;math;math;math;math;math;math;math
Soumyadeep Paul,cs;cond-mat;cond-mat;cond-mat;stat;cs;hep-th;cs;cs;math
Xibin Zhao,cs;cs;cs;cs;cond-mat;physics;math;math;astro-ph;astro-ph
Seiichi Kamada,math;math;math;math;math;math;math;math;math;math
Amitabha Lahiri,hep-th;gr-qc;hep-th;hep-th;hep-ph;hep-th;hep-th;hep-th;hep-th;hep-th
G. F. Bertsch,physics;physics;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;nucl-th;physics;nucl-th
Anthony D. Rhodes,cs;cs;math;math;math;math;math;quant-ph;math;math
Michael G. Crandall,math;math;math;math;math;math;math;math;math;math
D. Bauer,physics;physics;physics;physics;physics;physics;physics;quant-ph;physics;cond-mat
Thomas S. Deisboeck,q-bio;physics;q-bio;q-bio;nlin;physics;physics;q-bio;physics;physics
Emil Saucan,math;math;math;math;math;cs;math;cs;math;math
Axel G. Rossberg,physics;physics;nlin;nlin;q-bio;q-bio;q-bio;q-bio;math;hep-th
R. Mannella,cond-mat;cond-mat;nlin;cond-mat;cond-mat;cond-mat;nlin;nlin;physics;nlin
M. P. Wellman,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Lewis Y. Geer,math;q-bio;math;hep-lat;math;math;cond-mat;cs;math;astro-ph
Martin Lopez-Corredoira,physics;astro-ph;astro-ph;physics;astro-ph;astro-ph;physics;astro-ph;physics;astro-ph
Nysret Musliu,cs
James Propp,math;math;math;math;math;math;math;math;nlin;math
Ramesh Narayan,astro-ph;astro-ph;astro-ph;gr-qc;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Jacek Miekisz,cond-mat;q-bio;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;q-bio;q-bio;cond-mat
G. Kurt,math;nucl-th;hep-th;hep-th;math;math;hep-lat;hep-ph;astro-ph;math-ph
Kazuyoshi MORI,math;math;math;math;math;hep-th;math;math;hep-th;hep-ex
S. Z. Stefanov,cs;q-bio;q-bio;cs;cond-mat;cs;cs;gr-qc;gr-qc;astro-ph
Mitsunori Ogihara,cs;math;cs;cond-mat;cond-mat;physics;math;math;math;quant-ph
E. A. Kosogorov,physics;physics;physics;physics;physics;cond-mat;math;cond-mat;math;cond-mat
N. C. R. Makins,hep-ex;hep-ex;nucl-ex;hep-ex;hep-ph;hep-ex;physics;hep-ex;hep-ex;hep-ex
R. Palmiero,physics;physics;physics;physics;physics;physics;physics;math;cond-mat;gr-qc
David Hales,astro-ph;cs;astro-ph;math;astro-ph;physics;astro-ph;astro-ph;astro-ph;math
Xiaoyu Yang,math;cond-mat;hep-ph;cs;cs;quant-ph;math;math;cs;math
Stephen J. Montgomery-Smith,physics;math;math;math;math;math;math;math;math;math
E. Kolb,nucl-th;cond-mat;hep-ph;astro-ph;nucl-th;nucl-th;nucl-th;nucl-ex;astro-ph;astro-ph
Vincenzo Fiorentini,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Alexander Rokhlenko,physics;physics;physics;physics;math-ph;physics;math;math;math;math
D. V. Ahluwalia,physics;hep-ph;hep-th;hep-th;hep-th;hep-th;gr-qc;hep-ph;gr-qc;gr-qc
D. L. Olson,cond-mat;quant-ph;cond-mat;cond-mat;quant-ph;cond-mat;cond-mat;cond-mat;cond-mat;physics
I. Farbman,physics;astro-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Y. Qiao,cond-mat;cond-mat;cond-mat;math;hep-ph;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat
Keshav Pingali,cs;cs;cs;cs;cs;cs;cs;math;math-ph;cond-mat
 SLD Collaboration,hep-ex;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex;hep-ex
Lex Weaver,cs;cs;cs;cs;cs;cs;cs;astro-ph;astro-ph;math
G. Ruffini,physics;gr-qc;gr-qc;physics;physics;physics;astro-ph;physics;astro-ph;astro-ph
Tomas Bohr,physics;q-bio;nlin;physics;nucl-th;nlin;physics;physics;cond-mat;cond-mat
Simone Severini,quant-ph;math;math;math;math;quant-ph;quant-ph;math;quant-ph;cs
Jonathan Pakianathan,math;math;math;math;math;math;math;math;math;math
Ziemowit Popowicz,nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;hep-th;nlin
David Z. Goodson,physics;physics;cond-mat;math;math;nlin;cond-mat;astro-ph;math;cond-mat
Radu Arsinte,cs;cs;cs;cs;cs;cs;cs;cs;cs;cs
Stephen A. Vavasis,cs;math;math;cs;math;math;cs;cs;math;cs
E. Pitard,physics;cond-mat;cond-mat;cond-mat;cond-mat;q-bio;cond-mat;cond-mat;cond-mat;cond-mat
R. G. Henry,math-ph;math-ph;physics;astro-ph;astro-ph;cond-mat;math;cond-mat;astro-ph;astro-ph
Nichol C. Brummer,hep-ex;hep-ex;hep-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Paul Prekop,cs;cs;cs;math;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Yu. Shibata,physics;cond-mat;cond-mat;cond-mat;astro-ph;nlin;astro-ph;astro-ph;astro-ph;astro-ph
Praveen Seshadri,math;cs;cs;cs;cs;cs;cs;cs;cond-mat;cond-mat
F. De Carlo,hep-th;cond-mat;math;cond-mat;cond-mat;math;astro-ph;cond-mat;physics;cond-mat
R. Rebolo,astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Alexei Akolzin,cond-mat;nlin;cond-mat;math;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
C. Duyar,nucl-ex;math;math;math;astro-ph;astro-ph;gr-qc;gr-qc;gr-qc;gr-qc
Yi Wu,cs;math;math;math;gr-qc;cond-mat;cond-mat;cond-mat;hep-ph;stat
Paul Klint,cs;cs;cs;math;math;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
Andrew Wood,cs;cs;math;cs;stat;math;astro-ph;physics;stat;astro-ph
Ngee-Peng Lim,math;math;math;gr-qc;math;math;math;math;math;gr-qc
Ajay Jasra,math;stat;stat;stat;stat;stat;stat;stat;stat;stat
Raydonal Ospina,stat;stat;stat;stat;cs;cs;stat;stat;hep-th;hep-th
Daniel Osherson,cs;cs;stat;cs;stat;cs;cs;astro-ph;math;math
Krzysztof Stempak,math;math;math;math;math;math;math;math;math;math
R. M. Nieminen,physics;physics;physics;cond-mat;cond-mat;cond-mat;cond-mat;physics;physics;physics
Gary T. Horowitz,gr-qc
Victor Chernozhukov,math;stat;stat;stat;math;math;math;stat;math;stat
Krzysztof Burdzy,math;math;math;math;math;math;math;math;math;math
Adam Smith,quant-ph;cs;cs;quant-ph;math;math;cs;cs;cs;cs
Joseph Klafter,cond-mat;q-bio;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
Romuald Meango,econ;cond-mat;cond-mat;cond-mat;hep-th;math;math;math;math;math
Ming-Yang Kao,nucl-th;cs;gr-qc;hep-ph;hep-th;hep-th;hep-th;nucl-th;math;cond-mat
Didier A. Depireux,hep-th;hep-th;q-bio;nlin;q-bio;physics;cond-mat;cond-mat;astro-ph;math-ph
Martine Ben Amar,q-bio;q-bio;cond-mat;cond-mat;physics;cond-mat;cond-mat;cond-mat;physics;physics
Till Straumann,cs;astro-ph;math;quant-ph;math;math;cs;hep-ex;hep-th;hep-th
Bingshan Li,q-bio;cond-mat;cond-mat;cs;math;cond-mat;cond-mat;nucl-th;math;astro-ph
Kohji Hizume,q-bio;astro-ph;astro-ph;math;math;math;math;math;math;math
Marten Wegkamp,stat;math;math;math;stat;stat;math;math;math;math
M. Lewenstein,quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;quant-ph;cond-mat;cond-mat;quant-ph
Karl Rubin,math;math;math;math;math;math;math;math;math;math
J. Ruseckas,quant-ph;quant-ph;quant-ph;cond-mat;nlin;cond-mat;physics;cond-mat;quant-ph;cs
C. Soto-Trevino,astro-ph;astro-ph;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc;gr-qc
R. L. Renken,hep-lat;hep-lat;hep-lat;hep-lat;hep-lat;hep-lat;hep-lat;hep-lat;hep-lat;hep-lat
Waipot Ngamsaad,physics;physics;physics;physics;q-bio;physics;q-bio
Ping Xie,q-bio;math;cond-mat;cond-mat;cond-mat;q-bio;physics;q-bio;q-bio;q-bio
Ariel Shin,hep-ph;cs;eess;astro-ph;astro-ph;astro-ph;cond-mat;gr-qc;gr-qc;gr-qc
Grigory Garkusha,math;math;math;math;math;math;math;math;math;math
Hanyu Zhu,eess;cond-mat;cond-mat;physics;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
F. Pempinelli,nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin;nlin
Ryo Adachi,q-fin;math;math;math;math;math;math;math;math;math
Karl N. Levitt,quant-ph;cs;quant-ph;hep-th;quant-ph;math;cs;math;math;hep-th
Michail Anthropelos,q-fin;q-fin;q-fin;q-fin;q-fin;q-fin;q-fin;q-fin;q-fin;hep-th
P. G. Higgs,hep-ph;hep-ph;hep-ph;hep-ph;hep-lat;hep-lat;hep-ph;hep-ph;hep-ph;hep-th
Jose-Eduardo Wesfreid,cond-mat;physics;physics;physics;physics;physics;physics;physics;physics;physics
R. James,gr-qc;quant-ph;physics;nucl-th;hep-th;math;quant-ph;quant-ph;astro-ph;astro-ph
Erik Boman,cs;cs;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;math;gr-qc
Gary S. Grest,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
N. Kopell,math;q-bio;math;math;math;math;math;math;q-bio;math
Tolga Cukur,physics;cs;physics;physics;cs;eess;math;math;math;cs
B. Pesaran,q-bio;q-bio;q-bio;econ;q-bio;stat;stat;astro-ph;cond-mat;hep-ph
Alexandre Courbot,cs;astro-ph;astro-ph;cs;cs;cs;cs;cs;hep-th;hep-th
Pierre B. A. Lecomte,cs;math;math;math;hep-ph;math;hep-ph;hep-ph;math;math
E. Nelson,hep-ph;hep-ph;hep-ph;gr-qc;gr-qc;hep-ph;hep-ph;hep-ph;hep-th;math-ph
Yaroslav M. Blanter,cond-mat;cond-mat;quant-ph;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
P. S. Joarder,physics;physics;astro-ph;astro-ph;nucl-th;physics;hep-ph;cond-mat;physics;nucl-ex
Nico Jacobs,math;math;nucl-th;math;physics;math;math;nucl-ex;nucl-ex;math
George Andrews,math;cs;cs;math;cs;math;cs;astro-ph;math;math
Joseph Rynkiewicz,math;stat;math;math;math;stat;math;math;math;math
Tomasz R. Bielecki,math;math;math;q-fin;q-fin;q-fin;math;q-fin;math;math
Damiano Fiorillo,q-fin;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th;hep-th
Ray F. Zhang,math;cond-mat;astro-ph;astro-ph;cond-mat;math;math;astro-ph;cond-mat;astro-ph
Gibby Koldenhof,cs;physics;physics;physics;q-bio;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph
S. C. Chapman,physics;physics;astro-ph;physics;cond-mat;astro-ph;physics;astro-ph;astro-ph;physics
Greg Kuperberg,math;math;math;math;math;math;math;math;math;math
Ayse Erzan,q-bio;cond-mat;cond-mat;q-bio;cond-mat;cond-mat;cond-mat;q-bio;physics;cond-mat
John A. White,quant-ph;astro-ph;astro-ph;physics;astro-ph;cs;astro-ph;cs;astro-ph;math
A. O. Parry,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
M. Hornung,math-ph;physics;math;cond-mat;math;math;cond-mat;nucl-ex;nucl-ex;nucl-ex
S. Bumble,q-bio;cond-mat;physics;cond-mat;physics;astro-ph;cond-mat;cond-mat;cond-mat;cond-mat
M. A. Deleplanque,nucl-th;nucl-th;nucl-th;astro-ph;nucl-th;nucl-ex;nucl-ex;math;astro-ph;cs
Renaud Foucart,q-fin;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;astro-ph;gr-qc;gr-qc
R. J. Radtke,cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat;cond-mat
David Tepper,hep-th;math;hep-th;astro-ph;math;math-ph;math-ph;cs;math;astro-ph
Ivan Tsyfra,math;math;math-ph;math-ph;math-ph;math-ph;nlin;cond-mat;cond-mat;cond-mat
Theodoros Chatzivasileiadis,econ;q-fin;hep-ph;hep-th;math;math;math;cs;cs;math
Martyn Amos,nlin;cs;cs;q-bio;cs;cs;cs;cs;cs;cs
